SC-1										
	s^考	s^(而-2)*(P≡s)								
12	43.00403122	1.124452555	1.132068816	1.139957262	1.14652656	1.153578304	1.161437892	1.169539812	1.176141097	1.181984536
13	58.8348882	1.109134106	1.120436758	1.129532799	1.140076437	1.148452698	1.159993422	1.171413924	1.180559478	1.189010549
14	80.49347866	1.088077114	1.103576213	1.116790188	1.130783293	1.143270673	1.157593912	1.172677009	1.187119112	1.198649488
15	110.1251367	1.058524702	1.080875129	1.098465129	1.118082546	1.135447713	1.153647911	1.174107845	1.194213809	1.212112452
16	150.6649475	1.019376933	1.049718891	1.073468344	1.099493893	1.124763094	1.150221463	1.176167568	1.205757693	1.231383071
										
f(s)=s^(而-2)*(P≡s)		g(s)=s^考			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.05146	-0.000965662				
					0.05147	-0.025893532				
					0.05148	-0.000616598				
					0.05149	-0.000458528				
					0.0515	-0.000263559				
					0.05151	-8.45206E-05				
					0.05152	5.08074E-05				
					0.05153	0.000284754				
					0.05154	0.00047535				
										
SC-245										
	s^考	s^(而-2)*(P≡s)								
log_2^(s)		0.05156	0.05157	0.05158	0.05159	0.0516	0.05161	0.05162	0.05163	0.05164
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	1.016435346	1.016584689	1.016671599	1.016733745	1.016924658	1.017468667	1.017154613	1.017126028	1.017051182
2	1.871765887	1.055871443	1.055646061	1.05590099	1.055971895	1.056259833	1.056526987	1.05643212	1.056595161	1.056518947
3	2.560809617	1.089489961	1.089427232	1.089882587	1.090423101	1.090400402	1.090174838	1.091043693	1.090713783	1.091195223
4	3.503507537	1.112523596	1.112582303	1.112913028	1.113759723	1.114237251	1.113966754	1.114768492	1.115178566	1.115012287
5	4.793236085	1.127243854	1.127681138	1.128691962	1.129388885	1.130226777	1.130147217	1.131482868	1.131681843	1.131652008
6	6.557745895	1.136906049	1.137258944	1.138785162	1.139370739	1.140661672	1.141485508	1.142655113	1.142710283	1.143917961
7	8.971815795	1.141695078	1.142679919	1.144231195	1.145599121	1.14758962	1.148575908	1.150277702	1.150109985	1.151871135
8	12.27456506	1.144006295	1.14497983	1.147272914	1.149396753	1.152783721	1.153901127	1.155627069	1.155992157	1.157771849
9	16.79313875	1.143776835	1.145566028	1.148638858	1.151329545	1.155269811	1.157063174	1.160150703	1.161049563	1.163847155
10	22.97511217	1.141359143	1.143978224	1.148133992	1.152452051	1.156686103	1.16006926	1.165234318	1.166089788	1.16944832
11	31.43282426	1.137348051	1.141144778	1.146078656	1.152743679	1.157549578	1.162892714	1.169049385	1.171672171	1.17604798
12	43.00403122	1.129555412	1.136856782	1.143736578	1.151848911	1.158084512	1.167525888	1.174308098	1.179087185	1.184989136
13	58.8348882	1.120515851	1.130086569	1.140437751	1.150800395	1.159772177	1.171349498	1.181976485	1.188866017	1.196758214
14	80.49347866	1.106737571	1.120817538	1.134784218	1.149195967	1.161178041	1.177069417	1.191242638	1.201529807	1.214581448
15	110.1251367	1.08780954	1.105660139	1.127356489	1.146401257	1.163229693	1.18428702	1.20301494	1.219177471	1.237894624
16	150.6649475	1.063291051	1.08819718	1.115035259	1.141695117	1.16595778	1.195321896	1.220468054	1.243461608	1.26911909
										
f(s)=s^(而-2)*(P≡s)		g(s)=s^考			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.05156	-0.0006048				
					0.05157	-0.02684268				
					0.05158	-0.000303929				
					0.05159	-0.000116087				
					0.0516	6.7294E-05				
					0.05161	0.000272199				
					0.05162	0.000430518				
					0.05163	0.000599019				
					0.05164	0.000770217				
										
SC-345										
	s^考	s^(而-2)*(P≡s)								
log_2^(s)		0.05154	0.05155	0.05156	0.05157	0.05158	0.05159	0.0516	0.05161	0.05162
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	0.986981281	0.987267474	0.987634181	0.988080709	0.987638047	0.987807042	0.987920905	0.988080803	0.988265213
2	1.871765887	1.023272532	1.02351782	1.024265558	1.024761349	1.024187722	1.024179012	1.02464412	1.024957156	1.025131667
3	2.560809617	1.059227252	1.05976532	1.060523311	1.061417972	1.060950841	1.060796993	1.061263508	1.06203235	1.062038971
4	3.503507537	1.083668749	1.084643507	1.085650665	1.086883326	1.086538532	1.086696402	1.086678962	1.087613896	1.087783474
5	4.793236085	1.099392755	1.100820451	1.102368697	1.103666194	1.103139789	1.103975673	1.103791461	1.105103347	1.105383622
6	6.557745895	1.109589691	1.110548183	1.113324509	1.114802725	1.11403888	1.11485204	1.115496243	1.116805464	1.117958525
7	8.971815795	1.114953389	1.11652373	1.119882383	1.121604217	1.120581903	1.122268265	1.123393386	1.12446167	1.126139882
8	12.27456506	1.117389716	1.118746689	1.122996498	1.125437968	1.125399042	1.126700531	1.129018974	1.130591555	1.132434053
9	16.79313875	1.117026187	1.118410836	1.12356418	1.12677977	1.127963646	1.129274091	1.132217559	1.135279592	1.138055565
10	22.97511217	1.114631378	1.116321865	1.121464581	1.126805048	1.12949841	1.131881472	1.135183167	1.139571105	1.143847834
11	31.43282426	1.109566345	1.112458261	1.119032619	1.125245324	1.130065229	1.133480605	1.138010472	1.144421131	1.149651994
12	43.00403122	1.101442471	1.107590147	1.114088207	1.122604833	1.129291194	1.135553337	1.140660514	1.150523662	1.157193456
13	58.8348882	1.089195935	1.099890937	1.108267027	1.11884991	1.127884344	1.137744835	1.145127228	1.15734769	1.167032565
14	80.49347866	1.073234749	1.087597951	1.099732716	1.113492827	1.127018884	1.140115123	1.152085942	1.167904473	1.180632707
15	110.1251367	1.050760545	1.069587428	1.08717557	1.106117285	1.126182935	1.142918424	1.159507951	1.182038551	1.199229988
16	150.6649475	1.02119879	1.047359341	1.070425422	1.096418673	1.123352821	1.147883376	1.1719331	1.20092096	1.224748424
										
f(s)=s^(而-2)*(P≡s)		g(s)=s^考			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.05154	-0.000729203				
					0.05155	-0.025835329				
					0.05156	-0.000413178				
					0.05157	-0.000239237				
					0.05158	-6.98107E-05				
					0.05159	0.000122471				
					0.0516	0.000306493				
					0.05161	0.000465774				
					0.05162	0.000629466				
										
SC-1235										
	s^考	s^(而-2)*(P≡s)								
log_2^(s)		0.04965	0.04966	0.04967	0.04968	0.04969	0.0497	0.04971	0.04972	0.04973
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	1.050458184	1.050561504	1.050742682	1.050749519	1.050832487	1.050813708	1.050757145	1.050973077	1.051017397
2	1.871765887	1.095526003	1.095724316	1.095911945	1.095989236	1.09620545	1.096078382	1.096166375	1.096728029	1.096975429
3	2.560809617	1.128390378	1.128606844	1.128936563	1.129083242	1.129586616	1.129240452	1.129730816	1.130470591	1.130538532
4	3.503507537	1.150662586	1.15089639	1.151261172	1.1517158	1.152283807	1.152337896	1.153123092	1.153744046	1.154100801
5	4.793236085	1.164827725	1.165139021	1.165930052	1.166113833	1.167423769	1.167015933	1.168765137	1.169552832	1.169794949
6	6.557745895	1.172644981	1.173918675	1.17487096	1.175168857	1.176590511	1.176345622	1.178506606	1.179446266	1.180402662
7	8.971815795	1.176475471	1.178035675	1.179379773	1.180543683	1.181731188	1.18217242	1.184882533	1.186009806	1.187400844
8	12.27456506	1.177153015	1.179209062	1.181035352	1.182564453	1.184025793	1.185588361	1.189307741	1.190870345	1.19316518
9	16.79313875	1.174219162	1.178106661	1.180958999	1.183433751	1.185711697	1.188046863	1.192416148	1.194315133	1.197446733
10	22.97511217	1.16919705	1.174915961	1.178340867	1.182979827	1.186379398	1.189364436	1.195262473	1.197889198	1.202064983
11	31.43282426	1.161901464	1.169460626	1.174083439	1.179912599	1.185111525	1.189805697	1.19751573	1.20164085	1.207408873
12	43.00403122	1.15235327	1.160999319	1.167833777	1.176406934	1.184109546	1.190193206	1.200014534	1.206432458	1.213804129
13	58.8348882	1.138370804	1.148831118	1.159771532	1.171239261	1.182022333	1.190730618	1.20405473	1.213101298	1.222118429
14	80.49347866	1.119276018	1.133651097	1.147655138	1.163121298	1.178464504	1.191356724	1.208528634	1.221094071	1.23560533
15	110.1251367	1.09321406	1.11184863	1.133059036	1.152849698	1.173566377	1.192561072	1.215149473	1.232327149	1.253031498
16	150.6649475	1.05566919	1.082101135	1.11100419	1.138282617	1.167523914	1.194304906	1.223948871	1.248780109	1.276960978
										
f(s)=s^(而-2)*(P≡s)		g(s)=s^考			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.04965	-0.000926123				
					0.04966	-0.026692308				
					0.04967	-0.000544029				
					0.04968	-0.000359328				
					0.04969	-0.00014905				
					0.0497	4.30153E-05				
					0.04971	0.000217056				
					0.04972	0.000405847				
					0.04973	0.000590271				
										
SC-1245										
	s^考	s^(而-2)*(P≡s)								
log_2^(s)		0.04996	0.04997	0.04998	0.04999	0.05	0.05001	0.05002	0.05003	0.05004
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	1.042578538	1.042721098	1.042552689	1.042630944	1.042770974	1.042503907	1.042559942	1.04304986	1.042760415
2	1.871765887	1.085207696	1.085313795	1.08524878	1.085783767	1.085257094	1.085851492	1.085960756	1.086372976	1.085880783
3	2.560809617	1.117483859	1.118134534	1.117813098	1.118580094	1.118155773	1.118665214	1.118833688	1.119336237	1.11916242
4	3.503507537	1.139431394	1.14026492	1.140377434	1.140942004	1.140630079	1.141505995	1.141567096	1.142208877	1.142497869
5	4.793236085	1.153684662	1.154010671	1.15463332	1.155698764	1.155571551	1.156052451	1.156847789	1.157656011	1.158342374
6	6.557745895	1.161478096	1.162375604	1.163132921	1.164376336	1.164698164	1.165196909	1.166328972	1.167398612	1.168576973
7	8.971815795	1.164716171	1.165997501	1.1675602	1.169530303	1.170032505	1.170828579	1.172565456	1.17415356	1.175297219
8	12.27456506	1.16511698	1.166895409	1.168694137	1.171417687	1.172694788	1.174224772	1.176129785	1.178533262	1.180529262
9	16.79313875	1.161956183	1.165272719	1.167250692	1.171371988	1.173211659	1.175886733	1.178096247	1.182300611	1.184354793
10	22.97511217	1.157503255	1.16072576	1.164450569	1.169369344	1.172374071	1.176428157	1.179497546	1.184563242	1.188132045
11	31.43282426	1.149382472	1.154079739	1.159684327	1.165783876	1.170300376	1.175583034	1.181294061	1.187475021	1.192046775
12	43.00403122	1.136611967	1.143650098	1.151028749	1.160327034	1.167313377	1.174332375	1.182443279	1.19047682	1.196734907
13	58.8348882	1.12007811	1.131023195	1.139753223	1.152930706	1.162027914	1.171244308	1.18284391	1.194258513	1.203301429
14	80.49347866	1.097637968	1.111804461	1.124967809	1.142373029	1.155279891	1.168001621	1.184070209	1.198788905	1.212238748
15	110.1251367	1.067144515	1.086101397	1.105100562	1.127167858	1.145750189	1.163708487	1.185696075	1.207024043	1.224778598
16	150.6649475	1.024329167	1.050115106	1.077329895	1.107110687	1.133692593	1.159108284	1.187389124	1.216511957	1.242078161
										
f(s)=s^(而-2)*(P≡s)		g(s)=s^考			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.04996	-0.001056131				
					0.04997	-0.025903306				
					0.04998	-0.000685022				
					0.04999	-0.000494752				
					0.05	-0.000297426				
					0.05001	-0.000113474				
					0.05002	4.17626E-05				
					0.05003	0.000234039				
					0.05004	0.00042673				
										
SC-1345										
	s^考	s^(而-2)*(P≡s)								
log_2^(s)		0.04945	0.04946	0.04947	0.04948	0.04949	0.0495	0.04951	0.04948	0.04949
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	1.017134521	1.01720909	1.017337982	1.017754321	1.017879375	1.017833549	1.018036715	1.017754321	1.017879375
2	1.871765887	1.06751614	1.067438439	1.067686662	1.068201304	1.068349925	1.068675536	1.068682373	1.068201304	1.068349925
3	2.560809617	1.102434039	1.102658284	1.103174992	1.103704226	1.103865732	1.104513403	1.104549533	1.103704226	1.103865732
4	3.503507537	1.126422152	1.127124646	1.126800158	1.128150719	1.128276336	1.129274385	1.129326558	1.128150719	1.128276336
5	4.793236085	1.141864816	1.142913112	1.142646175	1.144810491	1.144739468	1.146039455	1.146210173	1.144810491	1.144739468
6	6.557745895	1.15148739	1.15262991	1.152696321	1.155171858	1.155387763	1.156687312	1.157432898	1.155171858	1.155387763
7	8.971815795	1.156834115	1.158091433	1.158103908	1.161616945	1.162649049	1.163841563	1.165065613	1.161616945	1.162649049
8	12.27456506	1.158666309	1.160411187	1.160546353	1.165063554	1.16723672	1.168969719	1.170509048	1.165063554	1.16723672
9	16.79313875	1.157678782	1.161119748	1.162064547	1.16731677	1.170258912	1.172507547	1.175335978	1.16731677	1.170258912
10	22.97511217	1.155574074	1.159730031	1.161789911	1.168392932	1.172374481	1.175932379	1.179288762	1.168392932	1.172374481
11	31.43282426	1.150962266	1.156661906	1.160639675	1.168714435	1.174178693	1.179285915	1.184065787	1.168714435	1.174178693
12	43.00403122	1.144054518	1.151787378	1.158360326	1.16833746	1.175892148	1.18343505	1.190130633	1.16833746	1.175892148
13	58.8348882	1.135067534	1.145586991	1.154796506	1.167357865	1.178376941	1.188944249	1.198014779	1.167357865	1.178376941
14	80.49347866	1.12299615	1.137667096	1.150121942	1.16615909	1.181212796	1.196520509	1.208811488	1.16615909	1.181212796
15	110.1251367	1.104076294	1.124676649	1.142784383	1.164037787	1.18484655	1.206076061	1.223683909	1.164037787	1.18484655
16	150.6649475	1.080526013	1.107828171	1.133600465	1.16235784	1.190208651	1.218987456	1.244285712	1.16235784	1.190208651
										
f(s)=s^(而-2)*(P≡s)		g(s)=s^考			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.04945	-0.000580917				
					0.04946	-0.02732692				
					0.04947	-0.000226541				
					0.04948	-4.14395E-05				
					0.04949	0.000132268				
					0.0495	0.000318487				
					0.04951	0.000508187				
					0.04948	-4.14395E-05				
					0.04949	0.000132268				
										
SC-2345										
	s^考	s^(而-2)*(P≡s)								
log_2^(s)		0.04721	0.04722	0.04723	0.04724	0.04725	0.04726	0.04727	0.04728	0.04729
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	1.038441848	1.038516951	1.038358337	1.038345581	1.038665313	1.038886302	1.038752539	1.038776906	1.03871587
2	1.871765887	1.085231167	1.085086371	1.085136262	1.085270451	1.08541182	1.085730046	1.085468143	1.086024646	1.085871566
3	2.560809617	1.119573006	1.119309253	1.119459108	1.119460615	1.119652049	1.120082005	1.120181009	1.120906611	1.120813802
4	3.503507537	1.142335158	1.142279113	1.142280033	1.141936398	1.142872549	1.143038031	1.143488163	1.144838873	1.144441431
5	4.793236085	1.156269195	1.156485123	1.157038678	1.156667986	1.158133905	1.158153962	1.158960424	1.160636038	1.160220578
6	6.557745895	1.164241003	1.16490452	1.165651323	1.165468218	1.1672891	1.168075525	1.1686536	1.170864566	1.170990906
7	8.971815795	1.167595617	1.169169671	1.170373546	1.170302268	1.173180707	1.173813999	1.175615917	1.177959719	1.178480235
8	12.27456506	1.167394218	1.17072537	1.172088129	1.17213819	1.175839474	1.177069292	1.179605344	1.182976396	1.183965388
9	16.79313875	1.165092569	1.169226477	1.171824861	1.172670981	1.177196406	1.17884386	1.182747187	1.187185919	1.188291617
10	22.97511217	1.16021794	1.165462265	1.16950255	1.172097413	1.177294491	1.179542623	1.185302447	1.190969127	1.192947234
11	31.43282426	1.152709371	1.159920542	1.164859641	1.170079448	1.176811138	1.180500158	1.188054985	1.195057624	1.199237362
12	43.00403122	1.142584098	1.151627709	1.159159207	1.166131855	1.175720404	1.181976004	1.191033559	1.200716923	1.206804043
13	58.8348882	1.12738382	1.139725283	1.150285176	1.160660666	1.174077653	1.183126097	1.195326209	1.207779579	1.216660063
14	80.49347866	1.107277097	1.123639856	1.138360273	1.153536095	1.170773165	1.183861435	1.200428799	1.217140335	1.229805644
15	110.1251367	1.0800659	1.101911612	1.12210636	1.143157973	1.165884656	1.185210426	1.206892169	1.230215741	1.248897071
16	150.6649475	1.043762851	1.072613623	1.101498006	1.129208231	1.160898644	1.187485335	1.217538552	1.24908002	1.274433745
										
f(s)=s^(而-2)*(P≡s)		g(s)=s^考			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.04721	-0.000895491				
					0.04722	-0.026458279				
					0.04723	-0.000508349				
					0.04724	-0.0003441				
					0.04725	-0.000122991				
					0.04726	5.61154E-05				
					0.04727	0.000262615				
					0.04728	0.000465327				
					0.04729	0.000629916				
										
SC-12345										
	s^考	s^(而-2)*(P≡s)								
log_2^(s)		0.04616	0.04617	0.04618	0.04619	0.0462				
0	1	1	1	1	1	1				
1	1.368124953	1.059375194	1.059395393	1.05938722	1.059287771	1.05929442				
2	1.871765887	1.106030572	1.106286094	1.105922211	1.106119736	1.106228597				
3	2.560809617	1.139042759	1.139804813	1.139406597	1.139662166	1.14020199				
4	3.503507537	1.161516243	1.162452379	1.162180059	1.16278364	1.163360659				
5	4.793236085	1.176192524	1.176815272	1.17695439	1.177512669	1.178393137				
6	6.557745895	1.184812307	1.185558856	1.186032223	1.187077409	1.188089681				
7	8.971815795	1.189255825	1.190379702	1.191490735	1.193072944	1.194325625				
8	12.27456506	1.19110544	1.192875148	1.195184385	1.196193566	1.19864072				
9	16.79313875	1.191509054	1.193382201	1.197159143	1.198621837	1.202108181				
10	22.97511217	1.188876738	1.192932023	1.198026414	1.200362901	1.205643232				
11	31.43282426	1.185419925	1.191226809	1.198573039	1.202393947	1.209006565				
12	43.00403122	1.180929869	1.188863998	1.197896092	1.204693416	1.213426382				
13	58.8348882	1.1739457	1.185481112	1.196605914	1.207809725	1.219144859				
14	80.49347866	1.164549789	1.180503134	1.196072941	1.211648822	1.227891892				
15	110.1251367	1.150895443	1.17370479	1.195252844	1.216256345	1.239127094				
16	150.6649475	1.133204977	1.164790331	1.194052044	1.22299697	1.254686103				
										
f(s)=s^(而-2)*(P≡s)		g(s)=s^考			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.04616	-0.000436373				
					0.04617	-0.028732012				
					0.04618	-2.96203E-05				
					0.04619	0.000166272				
					0.0462	0.000383796				
