FCC-1										
	s^σ	s^(τ-2)*(P≥s)								
3	2.560809617	1.092196558	1.09275361	1.09278941	1.093058906	1.093472767	1.094024327	1.094188459	1.094867233	1.094507016
4	3.503507537	1.115691438	1.116427189	1.116528127	1.117022036	1.117755258	1.118332379	1.119098426	1.119840137	1.11940712
5	4.793236085	1.130840616	1.131848616	1.132344014	1.132762437	1.134094682	1.134855048	1.135675332	1.136391472	1.136523735
6	6.557745895	1.13930384	1.140758329	1.141663117	1.142654698	1.144116074	1.145590473	1.146790062	1.147627283	1.148415623
7	8.971815795	1.143123816	1.14539728	1.146800786	1.148518504	1.150387467	1.15223886	1.154092124	1.154863857	1.156991082
8	12.27456506	1.14341078	1.146381774	1.148905764	1.151640811	1.153824619	1.156176896	1.159077719	1.160716692	1.163036881
9	16.79313875	1.140811895	1.144801602	1.148787736	1.152191428	1.15578112	1.159419941	1.163061966	1.165990024	1.168540831
10	22.97511217	1.135745219	1.141229533	1.14597649	1.150859964	1.156114896	1.161348754	1.166148152	1.170492219	1.174409752
11	31.43282426	1.127517919	1.135623687	1.141674723	1.148201671	1.155828694	1.16319158	1.169281732	1.175757385	1.181585206
12	43.00403122	1.116312416	1.126748386	1.135314339	1.144457489	1.154613952	1.164500746	1.172818403	1.182486574	1.190737492
13	58.8348882	1.099604861	1.113758718	1.126092579	1.139127522	1.152691848	1.165831682	1.177639756	1.191405756	1.202967581
14	80.49347866	1.077084007	1.096405903	1.113573713	1.131153042	1.149923552	1.167925996	1.184822967	1.202968601	1.21966587
15	110.1251367	1.04667834	1.072388604	1.095892772	1.120414442	1.145117439	1.170025652	1.194055747	1.219150393	1.242572624
16	150.6649475	1.005709189	1.039542075	1.071989654	1.105863363	1.13942276	1.173387415	1.207113196	1.241170538	1.273861788
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.03976	-0.001010591				
					0.03977	-0.025642499				
					0.03978	-0.000589621				
					0.03979	-0.000358933				
					0.0398	-0.000140471				
					0.03981	8.2925E-05				
					0.03982	0.00032209				
					0.03983	0.000543173				
					0.03984	0.000771813				
										
FCC-245										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.04516	0.04517	0.04518	0.04519	0.0452	0.04521	0.04522	0.04523	0.04524
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	0.976439981	0.976386314	0.976603957	0.976571998	0.976593226	0.976661715	0.976549521	0.976743783	0.976871304
2	1.871765887	0.991560686	0.991849875	0.992194377	0.992290764	0.992648145	0.992286463	0.99274631	0.992939636	0.992866748
3	2.560809617	1.017461497	1.017948298	1.018523207	1.018640976	1.019550232	1.018611869	1.019557829	1.019921373	1.019730887
4	3.503507537	1.039660702	1.039980673	1.041078408	1.040996894	1.042366046	1.041332351	1.042672349	1.042965964	1.042978154
5	4.793236085	1.05456416	1.055231233	1.05658584	1.057191911	1.058441668	1.057894462	1.059541656	1.059975448	1.060029466
6	6.557745895	1.063843508	1.065083356	1.066351488	1.067635977	1.069372572	1.069384254	1.071061562	1.071678175	1.07232484
7	8.971815795	1.069378711	1.070949388	1.072958963	1.074612444	1.076062192	1.076797757	1.079534885	1.080693775	1.080867531
8	12.27456506	1.071491053	1.073824757	1.076619341	1.078434479	1.080669926	1.082006153	1.085245155	1.087250279	1.088051308
9	16.79313875	1.070758289	1.074429239	1.077528543	1.080465699	1.08369018	1.085815072	1.089322544	1.092495317	1.094109241
10	22.97511217	1.06746065	1.072749915	1.07728768	1.080627523	1.08485227	1.08841402	1.093295627	1.097809905	1.100028077
11	31.43282426	1.062252765	1.068978465	1.075071756	1.079481424	1.085693114	1.091424668	1.097407916	1.103609025	1.107021757
12	43.00403122	1.053971441	1.061929968	1.07117791	1.077395926	1.086198004	1.093504804	1.101701965	1.10986227	1.115655263
13	58.8348882	1.042123429	1.052695351	1.064396005	1.07448654	1.086628188	1.096562644	1.106861726	1.118425628	1.127401204
14	80.49347866	1.025410474	1.039456075	1.055973861	1.070098313	1.085924174	1.100808911	1.114632519	1.13019817	1.143867209
15	110.1251367	1.001728859	1.022560309	1.043983694	1.063674258	1.085726009	1.105759814	1.124869533	1.145532299	1.164968211
16	150.6649475	0.970584443	0.999083183	1.028141461	1.054903726	1.084929612	1.112737433	1.140030654	1.167775692	1.194932376
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.04516	-0.000768243				
					0.04517	-0.024644495				
					0.04518	-0.000390782				
					0.04519	-0.000216344				
					0.0452	-1.96448E-05				
					0.04521	0.000172118				
					0.04522	0.000373981				
					0.04523	0.00054868				
					0.04524	0.000739129				
										
FCC-345										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.03651	0.03652	0.03653	0.03654	0.03655	0.03656	0.03657	0.03658	0.03659
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	1.017529361	1.017519603	1.017558916	1.018056616	1.017660195	1.017873056	1.018281852	1.018127083	1.018029447
2	1.871765887	1.06032916	1.060593161	1.06081126	1.061054781	1.061132354	1.061255171	1.061816803	1.061733403	1.061802214
3	2.560809617	1.095749962	1.096252819	1.096601577	1.096991167	1.097234233	1.09728986	1.098221056	1.098103935	1.098654355
4	3.503507537	1.119393447	1.119606046	1.120272219	1.120595334	1.12138071	1.121649749	1.122903905	1.122999851	1.12373397
5	4.793236085	1.134169419	1.135196017	1.13564846	1.135941612	1.137679793	1.137970153	1.13948421	1.13976428	1.141268441
6	6.557745895	1.142805221	1.144581042	1.144658495	1.146073333	1.147926871	1.148765253	1.150745494	1.150923194	1.153458032
7	8.971815795	1.147770525	1.149284984	1.150251411	1.151817171	1.155108558	1.155709179	1.159252356	1.159397791	1.162691858
8	12.27456506	1.148765735	1.150992918	1.153522861	1.155468329	1.159509169	1.160562351	1.165145151	1.166132473	1.169834223
9	16.79313875	1.147382314	1.150924564	1.154042771	1.157334046	1.162757127	1.164596863	1.170366039	1.172292885	1.177371045
10	22.97511217	1.143730122	1.148900832	1.15343779	1.158485696	1.164783238	1.168381127	1.175686327	1.17835776	1.185906569
11	31.43282426	1.137805746	1.145058116	1.151577024	1.158247433	1.167115412	1.173217495	1.1825416	1.185972566	1.196639097
12	43.00403122	1.129064986	1.138916038	1.148951791	1.157876191	1.170248638	1.17895589	1.190604856	1.197071016	1.210231323
13	58.8348882	1.116395448	1.130285698	1.144182921	1.15668121	1.173607504	1.18613163	1.20075392	1.212104285	1.229259736
14	80.49347866	1.098726159	1.118264742	1.137637699	1.156206361	1.178000027	1.19564798	1.214972318	1.232610818	1.254869516
15	110.1251367	1.076172407	1.102094645	1.12822094	1.155559593	1.183587697	1.208974448	1.235669751	1.260612341	1.290161977
16	150.6649475	1.044519895	1.080529056	1.115939388	1.153503518	1.191898956	1.227495911	1.263591399	1.298757334	1.338039629
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.03651	-0.000780776				
					0.03652	-0.02665353				
					0.03653	-0.00030295				
					0.03654	-5.07174E-05				
					0.03655	0.000205015				
					0.03656	0.000456871				
					0.03657	0.000688746				
					0.03658	0.000940927				
					0.03659	0.001181003				
										
FCC-1235										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.03818	0.03819	0.0382	0.03821	0.03822	0.03823	0.03824	0.03825	0.03826
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	1.052814437	1.052811814	1.05273105	1.05284666	1.052781233	1.052733497	1.052864137	1.052899204	1.052783029
2	1.871765887	1.097635469	1.097726439	1.097776015	1.097994048	1.098030454	1.097764444	1.098248963	1.098520614	1.098204407
3	2.560809617	1.130643778	1.130786886	1.130767831	1.131409701	1.131602707	1.13115382	1.132118637	1.132052609	1.131911977
4	3.503507537	1.152521489	1.153358895	1.152874001	1.153961997	1.154277038	1.154092197	1.15563466	1.155670251	1.155564113
5	4.793236085	1.166416882	1.167675001	1.167700185	1.168558183	1.16893356	1.169384822	1.171040914	1.171292752	1.171123018
6	6.557745895	1.174140068	1.175839588	1.176229564	1.177616902	1.178302797	1.179400498	1.180999607	1.18195235	1.182351311
7	8.971815795	1.177132067	1.179958878	1.18094895	1.182598931	1.183965027	1.185757187	1.188114682	1.189412958	1.190381634
8	12.27456506	1.176933017	1.180711501	1.182353238	1.185272854	1.186868555	1.190183542	1.192881916	1.194961036	1.196249966
9	16.79313875	1.174275706	1.178876569	1.181186296	1.185211594	1.188152849	1.19307762	1.196813698	1.200063007	1.202191717
10	22.97511217	1.168342153	1.174990502	1.178726006	1.184115149	1.188853859	1.194772583	1.200418742	1.204684246	1.208459441
11	31.43282426	1.159583734	1.168089005	1.17471542	1.181795488	1.188232488	1.196300527	1.204634102	1.210222657	1.216615917
12	43.00403122	1.147853411	1.158880336	1.168124565	1.177936522	1.187741723	1.198584313	1.208782531	1.217596228	1.226059864
13	58.8348882	1.131077212	1.145975443	1.158888477	1.172921246	1.186969188	1.200299033	1.214964831	1.22752183	1.23958396
14	80.49347866	1.108141647	1.12851577	1.147168224	1.165634314	1.184373196	1.203522824	1.222856908	1.241182349	1.258083481
15	110.1251367	1.077631298	1.104489558	1.129535181	1.154726368	1.180496719	1.207920576	1.234076959	1.258587246	1.283207938
16	150.6649475	1.034823369	1.072090856	1.106639637	1.141073234	1.176651838	1.213914964	1.249043708	1.283910644	1.317756981
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.03818	-0.001055948				
					0.03819	-0.026445384				
					0.0382	-0.000564767				
					0.03821	-0.000336783				
					0.03822	-9.48421E-05				
					0.03823	0.000147864				
					0.03824	0.000369186				
					0.03825	0.000624655				
					0.03826	0.000852225				
										
FCC-1245										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.04168	0.04169	0.0417	0.04171	0.04172	0.04173	0.04174	0.04175	0.04176
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	1.02573653	1.025569885	1.025657545	1.025927869	1.025905045	1.025855852	1.026066637	1.026187338	1.026125732
2	1.871765887	1.06131033	1.061051963	1.061335178	1.061883296	1.061521124	1.061715629	1.062114394	1.062316955	1.062044326
3	2.560809617	1.091775681	1.091687827	1.092119489	1.092751663	1.092679673	1.092967366	1.093600909	1.093844808	1.093590296
4	3.503507537	1.113903797	1.11410991	1.114629307	1.115344005	1.115536879	1.116032745	1.116647709	1.116945772	1.117137102
5	4.793236085	1.128221708	1.128660951	1.129324865	1.130608382	1.131096794	1.131883141	1.132558963	1.133110234	1.133501934
6	6.557745895	1.136600699	1.137489855	1.138731874	1.14005016	1.141143233	1.142060155	1.143407654	1.143964278	1.145048066
7	8.971815795	1.140394519	1.142291963	1.143980516	1.145657734	1.147236104	1.148611774	1.150442252	1.151920113	1.153353402
8	12.27456506	1.141223767	1.143609587	1.145931653	1.148452177	1.150943566	1.15285437	1.155523405	1.157587754	1.160112048
9	16.79313875	1.139198315	1.14303868	1.146142745	1.149751521	1.152988725	1.155254726	1.159710926	1.162270497	1.165910292
10	22.97511217	1.134001006	1.139419287	1.144453373	1.149109044	1.153520003	1.157606603	1.162719321	1.166817539	1.172224705
11	31.43282426	1.126967392	1.13352333	1.140656039	1.146934914	1.153354568	1.159295743	1.166374919	1.172384216	1.17954841
12	43.00403122	1.116018518	1.125340787	1.134829356	1.143722573	1.153063716	1.160397201	1.170905484	1.178507868	1.18859628
13	58.8348882	1.101004691	1.11390632	1.126683508	1.138532689	1.152006555	1.16323577	1.176742186	1.187796147	1.20070975
14	80.49347866	1.080842406	1.098060886	1.114967599	1.131541794	1.15025376	1.165991724	1.184028154	1.199189926	1.217136312
15	110.1251367	1.052107939	1.075643772	1.098401812	1.122175543	1.146873733	1.168829558	1.194165393	1.214667323	1.239539684
16	150.6649475	1.013246616	1.045071616	1.077124133	1.109642157	1.143164762	1.17307576	1.207803326	1.237855808	1.270565979
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.04168	-0.000958597				
					0.04169	-0.025778897				
					0.0417	-0.000524859				
					0.04171	-0.000309162				
					0.04172	-9.14896E-05				
					0.04173	0.000104742				
					0.04174	0.000336408				
					0.04175	0.000571993				
					0.04176	0.000765329				
										
FCC-1345										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.03519	0.0352	0.03521	0.03522	0.03523	0.03524	0.03525	0.03526	0.03527
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	1.053630049	1.05349179	1.053886508	1.053553057	1.053600854	1.053660261	1.053782529	1.053774812	1.053765375
2	1.871765887	1.099334059	1.09941676	1.099761345	1.099558849	1.099881007	1.100245654	1.099820001	1.100411591	1.100484909
3	2.560809617	1.131817498	1.132190291	1.132709028	1.132440235	1.133329119	1.133923566	1.133499927	1.134576229	1.134201681
4	3.503507537	1.15369463	1.154102679	1.15448595	1.154469205	1.155600861	1.156537922	1.156700134	1.157631811	1.157634563
5	4.793236085	1.166905569	1.167676247	1.168546781	1.168827861	1.169973286	1.171553828	1.171426133	1.173207437	1.173547016
6	6.557745895	1.173980278	1.175502185	1.177180763	1.177971297	1.179408921	1.181431962	1.181334422	1.184152941	1.184478732
7	8.971815795	1.177587649	1.179126542	1.181438678	1.182804539	1.185696648	1.187677284	1.188320757	1.191460236	1.192776232
8	12.27456506	1.177114137	1.180142168	1.182894918	1.185369413	1.189228679	1.191898325	1.193553277	1.197298293	1.199167988
9	16.79313875	1.174866871	1.178665671	1.182440539	1.18638259	1.192324111	1.195111515	1.197176439	1.201931133	1.205579873
10	22.97511217	1.168981656	1.174642455	1.181094604	1.185387601	1.193181847	1.198288442	1.201688403	1.208320779	1.213646444
11	31.43282426	1.160850059	1.168508402	1.177066986	1.183784666	1.193926267	1.201120298	1.206648807	1.215427373	1.223222011
12	43.00403122	1.149285221	1.159509164	1.170728652	1.180986413	1.194266136	1.203990684	1.213604418	1.224719325	1.234744153
13	58.8348882	1.132753399	1.147972517	1.162508686	1.177286316	1.194511134	1.209175868	1.222015836	1.236905261	1.252001858
14	80.49347866	1.110190381	1.131843792	1.151976059	1.173230105	1.195311632	1.214351846	1.233912918	1.254898013	1.27556644
15	110.1251367	1.079397298	1.108803218	1.137052307	1.166085077	1.196308609	1.222531221	1.249697836	1.27929601	1.306478993
16	150.6649475	1.038782225	1.078324406	1.117337563	1.156541756	1.19680149	1.233899016	1.27210353	1.312764548	1.350796431
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.03519	-0.001001857				
					0.0352	-0.026599147				
					0.03521	-0.000486306				
					0.03522	-0.000235406				
					0.03523	1.2158E-05				
					0.03524	0.000280411				
					0.03525	0.000552684				
					0.03526	0.000825572				
					0.03527	0.001093183				
										
FCC-2345										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.03504	0.03505	0.03506	0.03507	0.03508	0.03509	0.0351	0.03511	0.03512
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	1.03177067	1.031733459	1.031509993	1.032221932	1.031937229	1.032097509	1.032327706	1.032269522	1.032346105
2	1.871765887	1.083577673	1.083648599	1.083220705	1.084194727	1.084079839	1.084321548	1.084800608	1.084623967	1.084689943
3	2.560809617	1.118983769	1.119409488	1.118713209	1.120004941	1.120285505	1.120667093	1.121209166	1.121067762	1.121284331
4	3.503507537	1.142069268	1.141996898	1.142322067	1.143320985	1.144068858	1.144427324	1.145238399	1.145532645	1.145811546
5	4.793236085	1.156408423	1.156047139	1.156958952	1.158121215	1.159063373	1.160105579	1.161175379	1.162178166	1.162119657
6	6.557745895	1.164193455	1.164418497	1.165722752	1.167644935	1.168263718	1.170087162	1.171692372	1.173244708	1.173812522
7	8.971815795	1.167277222	1.168111795	1.169847902	1.17288952	1.173759414	1.176630727	1.178876335	1.180604273	1.182505475
8	12.27456506	1.166659163	1.168945141	1.172182619	1.175848054	1.176813334	1.18095175	1.184169975	1.186986836	1.189806329
9	16.79313875	1.16464355	1.167657757	1.172177243	1.177068841	1.178439589	1.1846308	1.188640932	1.193046252	1.196817879
10	22.97511217	1.159176969	1.163311318	1.169364976	1.176722007	1.179474669	1.187435581	1.193161399	1.198372028	1.204557282
11	31.43282426	1.150830119	1.157925918	1.165684156	1.175094188	1.180589214	1.190066492	1.198460654	1.20541641	1.214824275
12	43.00403122	1.139310507	1.14880317	1.159400381	1.171783143	1.180319461	1.192553166	1.204935096	1.215243661	1.227400004
13	58.8348882	1.122544316	1.136131779	1.151115458	1.167748574	1.181280769	1.197166968	1.213289544	1.227716767	1.24417062
14	80.49347866	1.101885891	1.119461825	1.140133057	1.16308585	1.181893729	1.203076898	1.225989008	1.245377826	1.267758241
15	110.1251367	1.072259617	1.097759195	1.125859935	1.156483194	1.182303625	1.210797287	1.24106376	1.269764343	1.298550819
16	150.6649475	1.031477414	1.067093632	1.105767569	1.146707292	1.182463581	1.221537012	1.262950335	1.302300357	1.341313474
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.03504	-0.001005979				
					0.03505	-0.026322117				
					0.03506	-0.000495621				
					0.03507	-0.000241143				
					0.03508	3.94566E-06				
					0.03509	0.000264918				
					0.0351	0.000539879				
					0.03511	0.000802569				
					0.03512	0.001054831				
										
FCC-12345										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.03411	0.03412	0.03413	0.03414	0.03415	0.03416	0.03417	0.03418	0.03419
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	1.063798735	1.064199798	1.063878645	1.063825941	1.064240448	1.064382912	1.064431541	1.064200826	1.064540497
2	1.871765887	1.111038549	1.11111027	1.110888642	1.110987263	1.111781681	1.111537095	1.112087744	1.11187219	1.112438517
3	2.560809617	1.143771806	1.144098081	1.143995543	1.144054347	1.145289606	1.144946308	1.145745652	1.145531641	1.146751411
4	3.503507537	1.165204037	1.165606852	1.166072733	1.166053889	1.167551805	1.167341437	1.168353118	1.1684047	1.169748964
5	4.793236085	1.178199908	1.178744486	1.179504951	1.179623978	1.1817451	1.182063282	1.18316662	1.183432487	1.18483081
6	6.557745895	1.184849416	1.185686842	1.186746785	1.188168986	1.190430275	1.190959941	1.192774917	1.192685597	1.195090814
7	8.971815795	1.18715208	1.188527136	1.190156021	1.19263571	1.195613057	1.196229222	1.198960014	1.199029939	1.201662499
8	12.27456506	1.18629407	1.187871715	1.190517509	1.194315792	1.197657007	1.200136116	1.203320354	1.204281229	1.206900284
9	16.79313875	1.182487659	1.184972391	1.188395015	1.193491173	1.198464036	1.202333978	1.206506222	1.208694508	1.212841978
10	22.97511217	1.176363401	1.17988766	1.184960754	1.191541199	1.198069667	1.204531694	1.209820362	1.21347176	1.219524684
11	31.43282426	1.165875544	1.171534889	1.178906683	1.188139496	1.19716786	1.205406447	1.213375753	1.219332968	1.227459174
12	43.00403122	1.151714297	1.160569667	1.170659621	1.182862111	1.195136741	1.207013139	1.217291429	1.227515734	1.237785661
13	58.8348882	1.132309036	1.145086954	1.159701853	1.175590989	1.192097931	1.208731301	1.222682015	1.237711115	1.252661418
14	80.49347866	1.104989585	1.123775302	1.144636278	1.166989281	1.188064609	1.211044961	1.230708393	1.251798236	1.273304845
15	110.1251367	1.068500927	1.094582215	1.12488093	1.155287216	1.183192302	1.214596927	1.241497481	1.270052165	1.301462635
16	150.6649475	1.018903003	1.056267086	1.097028717	1.138217415	1.176062512	1.219018089	1.25695947	1.296925418	1.338755347
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.03411	-0.001223437				
					0.03412	-0.026055057				
					0.03413	-0.000687034				
					0.03414	-0.000421063				
					0.03415	-0.000175871				
					0.03416	0.000109057				
					0.03417	0.000381403				
					0.03418	0.000662886				
					0.03419	0.000919903				
